"insee_2017","bati","parc","cons","mais","app","pro","div","loc","dens"
"14204",2025,29193,29215,12,0,1,0,13,4.44971
"14205",2054,20817,20827,14,0,1,0,15,7.20231
"14206",2078,32897,32897,12,0,0,0,12,3.64779
"14207",8998,113717,102922,71,0,2,0,73,7.09277
"14209",6443,118701,77314,38,0,3,0,41,5.30307
"14211",2463,86494,49324,21,0,0,0,21,4.25756
"14214",2686,77310,35407,12,3,1,0,16,4.51891
"14215",14712,92716,92760,109,0,5,0,114,12.2898
"14216",2169,19418,19419,18,0,0,0,18,9.26943
"14218",13318,174487,145624,160,50,3,0,213,14.6267
"14220",31142,150796,143442,105,514,44,2,665,46.3602
"14221",45184,228847,220686,172,80,24,0,276,12.5064
"14223",455,21463,9292,5,0,0,0,5,5.38071
"14224",303,417,418,2,0,1,0,3,71.8118
"14225",37010,305488,204729,178,306,31,1,516,25.204
"14226",2934,56674,46623,27,0,0,0,27,5.79118
"14227",2780,85641,44183,13,0,1,0,14,3.16867
"14228",62062,293184,287861,207,216,78,0,501,17.4042
"14229",11381,83109,83154,72,1,9,1,83,9.98152
"14230",1247,54203,28547,10,0,0,0,10,3.50301
"14231",5950,228347,85524,24,0,0,0,24,2.80622
"14232",1298,74334,13160,5,0,0,0,5,3.79925
"14236",7676,77750,77791,32,0,1,0,33,4.24214
"14237",7703,66195,65863,64,0,0,0,64,9.71715
"14238",1705,69136,28038,9,3,0,0,12,4.27992
"14239",192,589,589,2,0,0,0,2,33.9419
"14240",6349,127678,87466,52,0,1,0,53,6.05952
"14241",5154,138041,88781,34,1,2,0,37,4.16755
"14242",5099,28187,28201,45,0,0,0,45,15.9567
"14243",17689,232053,176772,48,82,8,1,139,7.86325
"14244",3879,93172,60425,29,0,0,0,29,4.79935
"14245",2130,37510,24140,14,0,2,0,16,6.62806
"14246",8629,72772,72808,74,0,0,0,74,10.1637
"14248",1929,18555,18559,10,0,1,0,11,5.9271
"14249",14387,116404,107078,131,11,3,0,145,13.5415
"14250",2769,77087,52830,14,0,0,0,14,2.65003
"14251",7039,113131,96030,54,0,1,0,55,5.72735
"14252",1958,59378,25935,13,0,0,0,13,5.01258
"14254",20845,125396,125445,169,28,11,0,208,16.5809
"14256",3531,40034,40061,32,0,0,0,32,7.98781
"14257",29887,183407,183467,167,19,112,1,299,16.2972
"14258",98882,485498,473381,276,335,62,1,674,14.238
"14260",3057,148743,81559,21,0,0,0,21,2.57483
"14261",6749,290618,166669,40,0,2,0,42,2.51996
"14266",12999,78092,78119,96,7,2,0,105,13.441
"14269",1649,68701,43060,8,0,0,0,8,1.85786
"14270",3163,65401,56674,19,0,1,0,20,3.52898
"14271",64056,300550,280129,107,258,55,2,422,15.0645
"14272",248,2818,2820,2,0,0,0,2,7.09329
"14273",788,73776,26952,5,0,1,0,6,2.22615
"14274",20650,130918,125237,132,30,5,0,167,13.3347
"14275",2021,12463,12470,22,0,0,0,22,17.6423
"14276",2792,38027,34424,24,0,0,0,24,6.97187
"14277",13690,90131,88236,128,12,1,0,141,15.9798
"14278",13958,120744,114459,101,0,4,0,105,9.17357
"14280",3238,260129,76709,21,0,1,0,22,2.86796
"14281",8702,182294,138168,46,0,4,0,50,3.61877
"14282",1630,32949,32962,8,0,1,0,9,2.73043
"14283",2588,90010,25851,20,0,0,0,20,7.73669
"14284",3008,31647,28579,4,0,0,0,4,1.39962
"14285",870,18226,18235,5,0,0,0,5,2.74205
"14286",6250,255651,175981,42,0,0,0,42,2.38663
"14287",20911,137894,137947,184,0,6,0,190,13.7734
"14288",5283,73434,59522,32,0,1,0,33,5.54415
"14289",6660,104512,95064,54,0,1,0,55,5.78556
"14290",8067,72853,65582,70,0,0,0,70,10.6737
"14291",2590,27121,27126,19,0,1,0,20,7.3729
"14293",3377,196449,85955,19,0,2,0,21,2.44314
"14294",8449,67002,67024,66,0,4,0,70,10.444
"14297",10528,75939,73625,101,0,0,0,101,13.7183
"14298",1460,33703,20507,8,0,2,0,10,4.87634
"14299",9215,341629,134065,62,2,1,0,65,4.8484
"14300",1812,87444,14076,3,0,0,0,3,2.13122
"14301",39159,238299,218850,299,5,19,0,323,14.759
"14302",1805,146237,26946,9,0,0,0,9,3.34004
"14303",21947,310758,160854,48,0,6,0,54,3.35708
"14304",15273,296707,188007,73,106,4,0,183,9.73369
"14305",13142,368543,199932,65,0,2,0,67,3.35114
"14306",4738,44063,44088,29,0,1,0,30,6.80454
"14307",1306,11850,11853,10,0,0,0,10,8.43703
"14308",1536,19669,19679,9,0,0,0,9,4.57336
"14309",2916,36987,24063,23,0,3,0,26,10.8051
"14310",6739,70158,57376,60,0,0,0,60,10.4573
"14311",4861,47889,41762,29,4,0,0,33,7.90184
"14312",20222,181829,156644,157,152,9,1,319,20.3647
"14316",4532,120815,94380,25,0,1,0,26,2.75483
"14318",8902,75592,75644,12,0,2,1,15,1.98297
"14319",34073,184693,156710,83,0,27,0,110,7.01934
"14320",807,11001,11004,5,0,0,0,5,4.54385
"14322",3799,98333,62336,21,0,0,0,21,3.36884
"14325",25995,139607,136988,245,64,9,0,318,23.2138
"14326",24392,341231,252248,52,0,17,0,69,2.73541
"14327",129055,568573,467127,95,1135,212,1,1443,30.891
"14328",8655,60392,59912,45,16,1,0,62,10.3486
"14329",1115,40073,27336,10,0,0,0,10,3.65814
"14332",6258,132651,75325,49,0,2,0,51,6.77063
"14333",145338,953292,683357,371,474,114,3,962,14.0776
"14334",3366,83183,64634,26,0,0,0,26,4.02265
"14335",5160,289821,95828,13,0,1,0,14,1.46095
"14336",4216,57139,48702,22,0,2,0,24,4.92793
"14337",4952,89176,57145,23,0,0,0,23,4.02487
"14338",36452,332491,326666,355,274,17,2,648,19.8368
"14339",2571,16191,16197,25,0,0,0,25,15.4349
"14341",152871,756143,731892,412,241,97,3,753,10.2884
"14342",30248,415247,275983,92,47,19,2,160,5.79746
"14343",1152,74880,48552,2,0,1,0,3,0.617889
"14344",784,39082,17838,4,0,1,0,5,2.80306
"14345",2039,25949,25952,8,0,0,0,8,3.08259
"14346",4190,180603,57631,29,0,1,0,30,5.20557
"14347",10490,225981,174314,66,0,3,1,70,4.01574
"14348",855,19149,19156,5,0,2,0,7,3.65412
"14349",21482,165584,152569,203,4,4,0,211,13.8298
"14352",7276,184698,126381,44,0,0,0,44,3.48154
"14353",4665,62634,48229,34,0,0,0,34,7.04964
"14354",9427,79485,79538,62,16,3,1,82,10.3096
"14355",5958,84000,68705,48,0,0,0,48,6.98641
"14357",4659,192156,98968,25,0,2,0,27,2.72817
"14358",1023,58360,22448,6,0,0,0,6,2.67287
"14360",2716,57113,35697,20,0,0,0,20,5.6027
"14362",773,228551,22408,6,0,1,0,7,3.12383
"14364",2293,32051,32065,9,0,0,0,9,2.80677
"14365",9971,58805,52450,81,64,9,0,154,29.3612
"14366",166603,891547,715909,294,762,222,10,1288,17.9911
"14367",2716,102616,52564,21,0,0,0,21,3.99511
"14368",2320,97895,67261,16,0,3,0,19,2.82481
"14369",3882,40469,40486,20,0,4,0,24,5.92803
"14370",24877,278106,220793,160,23,15,1,199,9.01296
"14371",58672,2159773,961981,271,15,33,1,320,3.32647
"14374",729,23922,13283,5,0,0,0,5,3.76434
"14375",1004,18232,18231,10,0,0,0,10,5.48521
"14377",4583,61632,54006,29,0,2,0,31,5.74014
"14378",3518,51382,41681,21,0,1,0,22,5.2782
"14379",2385,45629,44662,15,0,0,0,15,3.35858
"14380",1588,41302,27146,11,0,1,0,12,4.42061
"14381",272,1007,1007,3,0,0,0,3,29.793
"14383",38727,267792,166857,152,217,46,0,415,24.8717
"14384",24626,162159,125826,125,46,117,0,288,22.8887
"14385",1445,13561,13569,9,0,0,0,9,6.63262
"14389",1820,110451,69603,8,0,8,0,16,2.29877
"14390",696,12069,12072,6,0,0,0,6,4.97015
"14391",3524,51092,46273,25,0,3,0,28,6.05106
"14393",3101,47586,35220,22,0,1,0,23,6.53033
"14394",2690,41782,24544,16,0,0,1,17,6.92621
"14396",15183,104652,104691,131,5,0,0,136,12.9907
"14397",3613,61675,52886,29,0,0,0,29,5.48352
"14398",6560,345882,136967,33,0,0,0,33,2.40933
"14399",1562,65694,42953,10,0,0,0,10,2.32814
"14400",1728,28079,28096,14,0,0,0,14,4.98285
"14401",1220,13178,13187,9,0,0,0,9,6.82468
"14402",931,12128,12128,8,0,0,0,8,6.59641
"14403",26409,335782,188949,47,9,10,0,66,3.49301
"14404",551,13838,5438,5,0,0,0,5,9.19521
"14405",2237,57902,46007,14,0,0,0,14,3.04302
"14406",11549,120096,120163,84,0,1,0,85,7.0737
"14407",21739,190556,153364,149,61,2,0,212,13.8234
"14408",14771,169957,107856,134,10,1,1,146,13.5366
"14409",29399,199220,178551,168,244,14,1,427,23.9147
"14410",12453,286434,139350,96,0,5,0,101,7.24796
"14411",5572,70994,56744,17,0,1,0,18,3.17214
"14412",899,13523,13526,8,0,0,0,8,5.91439
"14419",1621,87320,31366,8,0,0,0,8,2.55051
"14421",5729,150840,83835,47,0,0,0,47,5.60625
"14424",2231,50927,38903,15,0,0,0,15,3.85578
"14425",1095,58685,31987,8,0,0,0,8,2.50104
"14426",1412,44237,37812,11,0,1,0,12,3.17357
"14427",689,8524,8523,5,0,0,0,5,5.86617
"14430",1246,15969,15980,7,0,1,0,8,5.00613
"14431",70719,1410894,807360,460,93,44,0,597,7.39447
"14435",788,23455,15753,7,0,0,0,7,4.44371
"14436",9093,73704,73746,73,0,0,0,73,9.8988
"14437",118916,591110,491121,110,421,103,7,641,13.0518
"14438",2672,19322,19330,24,0,0,0,24,12.416
"14439",325,15456,10223,4,0,0,0,4,3.9126
"14445",1314,32127,25286,7,0,1,0,8,3.16381
"14446",318,3592,3593,2,0,0,0,2,5.56642
"14449",3033,49975,46992,16,0,1,0,17,3.61763
"14452",5174,55771,56148,33,0,1,0,34,6.0554
"14453",4663,152390,61697,36,0,0,0,36,5.83495
"14454",24797,150048,144653,65,0,31,0,96,6.63656
"14455",2189,24803,24806,17,0,0,0,17,6.85308
"14456",51162,432580,394187,293,16,32,0,341,8.65072
"14457",129,679,679,2,0,0,0,2,29.4624
"14458",2257,86735,47959,15,0,1,0,16,3.33621
"14460",15155,310313,231692,99,1,5,0,105,4.53187
"14461",3242,135147,34463,21,0,1,0,22,6.38373
"14465",12336,116168,116231,41,0,16,0,57,4.90401
"14466",2645,124667,42296,21,0,1,0,22,5.20144
"14467",3812,80052,50859,32,0,0,0,32,6.29196
"14468",4370,83050,46241,34,0,2,0,36,7.78532
"14469",145,2890,2890,1,0,0,0,1,3.45996
"14473",1120,44841,6643,1,0,1,0,2,3.01078
"14474",815,14369,14374,5,0,0,0,5,3.47844
"14475",13612,153394,143192,101,8,3,0,112,7.82164
"14476",938,7975,7976,7,0,0,0,7,8.77667
"14478",10411,88525,85795,22,22,15,0,59,6.87689
"14480",3388,34695,34718,28,0,1,0,29,8.35291
"14482",1466,24967,20342,11,0,0,0,11,5.40759
"14483",1245,24458,18273,9,0,0,0,9,4.92532
"14484",3571,118217,87346,23,0,0,0,23,2.63321
"14486",3988,67135,52265,29,0,2,0,31,5.93126
"14487",5239,113031,52272,49,0,0,0,49,9.37402
"14488",64862,306566,306748,409,209,70,0,688,22.4288
"14491",2225,27427,27436,14,0,0,0,14,5.10287
"14492",3821,130525,84430,20,0,2,0,22,2.6057
"14494",6750,127532,42929,5,0,4,0,9,2.09648
"14495",5409,49507,49536,37,1,0,0,38,7.67126
"14496",161,2222,2222,1,0,0,0,1,4.50015
"14497",2316,28456,28459,22,0,0,0,22,7.73032
"14498",1185,21273,18415,8,0,0,0,8,4.34437
"14499",6611,51828,51856,45,0,1,0,46,8.87074
"14500",3075,133422,67012,19,0,1,0,20,2.98455
"14501",850,85727,23303,7,0,0,0,7,3.00395
"14502",732,16449,16449,5,0,1,0,6,3.64756
"14504",13099,362084,285637,81,1,0,0,82,2.87077
"14505",1904,56818,37395,12,0,0,0,12,3.20896
"14506",2003,25497,18520,12,0,1,0,13,7.01945
"14509",409,20044,10117,3,0,0,0,3,2.96532
"14510",119,2106,2106,1,0,0,0,1,4.74909
"14511",620,27535,10243,3,0,0,0,3,2.92887
"14512",39,41,41,0,0,0,0,0,0
"14513",4683,122376,64014,21,28,2,0,51,7.967
"14514",52596,342137,308847,252,179,50,0,481,15.5741
"14515",23545,191710,191844,255,132,9,3,399,20.7981
"14516",21098,216716,125023,115,1,4,0,120,9.5982
"14519",312,4091,4092,3,0,0,0,3,7.33125
"14520",6825,210304,131234,50,0,4,0,54,4.11478
"14522",3660,154245,84017,26,0,2,0,28,3.33264
"14524",439,29336,13903,4,0,0,0,4,2.87712
"14527",2139,105688,54014,17,0,1,0,18,3.33247
"14528",4418,257034,117788,28,2,0,0,30,2.54694
"14529",2200,45037,29117,17,0,1,0,18,6.18197
"14530",11162,75606,73343,69,13,9,0,91,12.4074
"14533",896,16629,16637,6,0,0,0,6,3.60639
"14534",5620,136844,89721,36,7,1,0,44,4.90409
"14535",3030,46308,28135,25,1,1,0,27,9.59652
"14536",34149,345930,297145,233,285,10,0,528,17.7691
"14538",7681,54975,54992,65,9,0,0,74,13.4564
"14540",5340,160003,74145,11,0,2,0,13,1.75332
"14541",2193,79855,38029,11,0,0,0,11,2.89251
"14542",5906,50734,50760,40,4,1,0,45,8.86528
"14543",38701,303793,272052,112,29,25,0,166,6.10177
"14546",772,10449,10451,6,0,0,0,6,5.74131
"14547",1811,34608,34630,14,0,0,0,14,4.04278
"14550",454,45633,11659,6,0,0,0,6,5.14625
"14552",4493,43629,43658,27,2,0,0,29,6.64261
"14554",7450,50039,50053,8,0,7,0,15,2.99682
"14555",4994,279149,102196,25,5,6,0,36,3.52263
"14556",15843,80703,80732,63,13,29,0,105,13.006
"14557",20912,128073,128162,59,235,20,0,314,24.5003
"14558",5012,27502,27518,15,7,6,0,28,10.1751
"14559",1174,33195,22994,7,0,0,0,7,3.04431
"14562",26409,139055,139149,170,162,5,0,337,24.2187
"14563",5802,264658,119740,34,0,3,0,37,3.09003
"14565",2612,103365,29672,14,2,1,0,17,5.72935
"14566",39398,219838,219946,187,0,117,0,304,13.8215
"14569",2885,31694,31715,22,0,0,0,22,6.93678
"14570",19020,588919,367002,141,4,5,0,150,4.08717
"14571",2134,52885,33447,10,0,3,0,13,3.88675
"14572",4821,83573,71734,35,0,2,0,37,5.15791
"14574",16949,722713,170933,78,0,8,0,86,5.0312
"14575",5079,208903,99958,22,0,3,0,25,2.50104
"14576",4619,306634,105326,32,0,1,0,33,3.13313
"14578",15916,677273,246502,73,0,36,1,110,4.46243
"14579",12307,284783,223468,75,0,7,0,82,3.66942
"14582",15054,258034,169802,37,9,1,0,47,2.76794
"14586",1719,28534,25910,13,0,0,0,13,5.01742
"14587",4105,19349,14246,22,68,1,0,91,63.8754
"14588",3455,94871,73065,24,0,0,0,24,3.28474
"14589",4675,42094,42102,46,0,1,0,47,11.1633
"14590",248,3866,3868,2,0,0,0,2,5.17115
"14591",8456,174028,113699,78,0,3,0,81,7.12408
"14592",13657,139365,123002,98,0,2,0,100,8.12993
"14593",9520,523964,236422,71,0,1,0,72,3.04541
"14595",1490,31397,20326,13,0,0,0,13,6.39579
"14598",1207,28379,27542,8,0,0,0,8,2.90463
"14601",2995,60056,50726,8,0,2,0,10,1.97137
"14602",3020,106781,39253,22,0,0,0,22,5.60461
"14603",1528,15162,15165,10,0,1,0,11,7.25346
"14604",1353,71566,31089,9,0,0,0,9,2.89496
"14605",6531,58718,57025,50,0,2,1,53,9.29416
"14606",1128,68715,28128,6,0,0,0,6,2.13308
"14607",704,24258,8937,4,0,1,0,5,5.59457
"14609",11444,246655,98437,65,0,6,0,71,7.21276
"14610",21382,209058,195859,161,3,5,0,169,8.62866
"14613",304,26452,10866,2,0,0,0,2,1.84058
"14614",8755,115128,105771,30,0,4,0,34,3.21448
"14619",2204,96463,45653,10,0,1,0,11,2.40947
"14620",4833,188466,75065,32,0,0,0,32,4.263
"14621",6851,192221,114710,36,1,1,0,38,3.31271
"14622",1317,50340,30882,5,0,0,0,5,1.61908
"14623",30238,181221,181284,263,0,2,0,265,14.618
"14625",3890,230601,59684,14,4,2,0,20,3.35097
"14626",5549,178402,94358,45,0,1,0,46,4.87505
"14627",2852,49358,42767,14,0,1,0,15,3.50738
"14630",17483,133426,129647,70,0,11,0,81,6.24773
"14635",1517,21699,21700,11,0,1,0,12,5.53002
"14637",2997,41762,33844,20,0,0,0,20,5.90942
"14639",2858,55963,30932,6,0,0,0,6,1.93971
"14640",2931,105714,40633,15,0,2,0,17,4.18381
"14643",10047,207629,154123,63,0,4,0,67,4.34718
"14644",4049,121843,98106,29,0,1,0,30,3.05793
"14645",2745,129413,59716,16,0,0,0,16,2.67935
"14646",3317,42598,33453,30,0,0,0,30,8.96785
"14648",3219,137202,75348,24,0,1,0,25,3.31794
"14649",3956,111927,46698,31,0,0,0,31,6.63835
"14650",1024,22346,16681,8,1,0,0,9,5.39549
"14651",3662,122759,46802,23,0,1,0,24,5.12794
"14652",448,2451,2453,1,0,0,0,1,4.07708
"14654",72039,1152558,706796,279,29,32,1,341,4.82459
"14656",4868,46132,46136,39,1,3,0,43,9.32034
"14657",2101,44266,31675,13,0,1,0,14,4.41984
"14658",43362,1529595,660392,208,0,9,1,218,3.30107
"14659",11968,89064,89087,117,0,1,1,119,13.3577
"14660",813,30665,14276,5,0,0,1,6,4.20273
"14661",928,22891,18031,9,0,0,0,9,4.99147
"14663",44011,340832,229908,259,71,30,2,362,15.7455
"14664",1518,28007,28017,11,0,0,0,11,3.92618
"14665",2837,60899,29694,23,0,1,0,24,8.08241
"14667",2838,77887,55271,13,0,0,0,13,2.35206
"14668",5327,92959,78708,43,0,0,0,43,5.46322
"14669",1701,50065,19615,10,0,1,0,11,5.6079
"14672",8483,150889,134636,54,0,3,0,57,4.23364
"14674",1452,16195,16198,14,0,0,0,14,8.64284
"14675",15382,80047,77047,63,4,15,0,82,10.6428
"14676",7809,64443,64483,69,0,1,0,70,10.8555
"14677",1171,32637,19322,8,0,0,0,8,4.14033
"14678",4315,44229,38102,15,0,4,0,19,4.9866
"14679",7803,67303,67340,58,0,3,0,61,9.05849
"14680",5252,153821,64056,11,1,3,0,15,2.34171
"14681",1251,26976,19810,10,0,0,0,10,5.04795
"14682",5913,199801,113857,32,0,1,0,33,2.89838
"14684",1118,55264,16869,10,0,0,0,10,5.92818
"14685",6464,51182,43882,50,0,0,0,50,11.3942
"14687",1913,44813,34600,12,0,0,0,12,3.4682
"14689",32585,668809,444601,202,11,15,0,228,5.1282
"14691",2374,15512,15517,19,0,0,0,19,12.2445
"14692",18760,144322,131060,144,22,6,0,172,13.1237
"14694",5339,169462,132344,38,0,0,0,38,2.8713
"14698",5980,69671,63006,26,0,3,0,29,4.60275
"14699",36621,359881,223529,158,535,22,0,715,31.9868
"14700",7787,212292,147733,49,0,5,0,54,3.65524
"14701",10560,479352,151457,30,28,3,0,61,4.02755
"14703",3192,214285,60800,26,0,0,0,26,4.27634
"14705",981,10078,7687,3,0,0,0,3,3.9026
"14706",1669,136140,31259,14,0,0,0,14,4.47873
"14707",8400,56665,36385,17,1,2,0,20,5.49683
"14708",936,9284,9287,7,0,0,0,7,7.53766
"14709",3855,67693,46078,30,0,1,0,31,6.72778
"14710",652,9519,9519,6,0,0,0,6,6.30322
"14711",6432,111566,51989,45,0,3,0,48,9.2327
"14712",40124,348168,264061,235,61,33,0,329,12.4593
"14713",2888,73120,62464,23,0,0,0,23,3.68215
"14714",3986,74698,64875,27,0,2,0,29,4.47016
"14715",41691,249963,229885,172,362,37,0,571,24.8385
"14716",986,21362,21372,8,0,0,0,8,3.74325
"14719",6682,70668,61148,61,0,1,0,62,10.1394
"14720",5653,87885,52173,40,0,1,0,41,7.85852
"14721",5100,78841,64935,43,0,2,0,45,6.92996
"14723",1631,120391,40421,13,0,1,0,14,3.46357
"14724",14003,182027,99919,111,0,2,1,114,11.4092
"14726",51005,1253616,831923,331,3,14,2,350,4.20712
"14728",7801,113098,52357,48,0,4,0,52,9.93175
"14731",2786,86739,57929,15,1,1,0,17,2.93462
"14732",5366,147349,55847,13,1,1,0,15,2.68591
"14733",1398,25601,17730,6,0,0,0,6,3.38402
"14734",2585,32525,32538,19,0,0,0,19,5.83942
"14735",3328,68284,44296,25,0,2,0,27,6.09539
"14737",3488,45404,41265,25,0,2,0,27,6.54308
"14738",41632,230961,207458,69,64,71,0,204,9.83332
"14739",12448,78306,78360,110,16,0,0,126,16.0795
"14740",15796,284509,182367,76,1,11,0,88,4.82542
"14741",1636,26993,21718,12,0,0,0,12,5.52545
"14742",192,3505,3505,2,0,0,0,2,5.70612
"14743",1578,27005,27016,1,0,0,0,1,0.37015
"14744",3703,52256,52287,27,0,0,0,27,5.1638
"14745",4328,56784,56827,31,0,1,0,32,5.63114
"14747",6421,47782,47798,51,7,0,0,58,12.1343
"14748",1146,66553,27438,10,0,0,0,10,3.6446
"14751",2731,44587,32744,17,0,2,0,19,5.80257
"14752",39898,250325,250398,151,55,28,0,234,9.34513
"14753",7661,93978,76779,67,0,1,0,68,8.85661
"14754",31266,526663,249572,224,90,11,1,326,13.0624
"14755",1628,34695,21742,10,7,1,0,18,8.27895
"14756",1859,58293,40663,15,0,0,0,15,3.68889
"14758",6402,51040,51068,43,0,0,0,43,8.42017
"14759",2488,30103,30104,22,0,0,0,22,7.30805
"14760",7058,114373,114411,54,0,1,0,55,4.80724
"14761",8631,58383,54714,80,0,1,0,81,14.8042
"14762",187019,2172039,1526396,588,193,257,7,1045,6.84619
"14764",3754,47881,47880,20,17,2,0,39,8.14542
"27001",1577,31915,31710,15,0,1,0,16,5.04568
"27002",1477,27108,23725,17,0,1,0,18,7.58709
"27003",5941,86979,55435,35,0,3,1,39,7.03525
"27004",3601,41637,41637,32,0,0,0,32,7.68539
"27005",7181,109426,108724,73,0,1,0,74,6.80621
"27006",1186,33124,32205,10,0,0,0,10,3.10506
"27008",16805,162296,162296,67,39,19,0,125,7.70198
"27009",3169,61086,52769,46,0,0,0,46,8.71719
"27010",837,13676,13588,9,0,1,0,10,7.35927
"27011",5927,69734,67991,50,0,0,0,50,7.35393
"27012",2320,30547,30351,19,0,0,0,19,6.26007
"27013",2344,42884,36046,18,0,1,0,19,5.27111
"27014",2957,37083,35382,23,1,0,0,24,6.78317
"27015",10110,103403,103403,79,0,2,1,82,7.93013
"27016",31189,272776,246777,201,262,33,2,498,20.1801
"27017",8041,41938,41938,28,0,8,0,36,8.58408
"27018",6564,116744,111236,70,0,1,0,71,6.38284
"27019",1510,57666,25121,8,0,1,0,9,3.58264
"27020",4046,175581,36266,29,0,3,0,32,8.82377
"27021",3534,124060,97200,35,0,1,0,36,3.70372
"27022",54677,337010,332892,315,79,21,2,417,12.5266
"27023",6434,52887,52887,54,0,0,0,54,10.2104
"27025",4283,48341,48031,44,0,0,0,44,9.16075
"27026",1411,41355,25205,14,0,2,0,16,6.34786
"27027",6130,46138,45357,27,0,4,0,31,6.83463
"27028",1369,31480,25512,18,0,0,0,18,7.05541
"27031",4925,40012,40012,37,0,0,0,37,9.24717
"27032",9777,121569,115309,87,0,2,0,89,7.71842
"27033",1281,13692,13692,10,0,0,0,10,7.30357
"27034",3378,61910,53393,36,0,0,0,36,6.74242
"27035",552,15374,9542,6,0,1,0,7,7.33569
"27036",5197,70759,65832,43,3,1,0,47,7.13937
"27037",15154,186782,186782,110,0,1,0,111,5.94277
"27038",8933,125302,93467,31,0,61,0,92,9.84308
"27039",3958,79815,76553,29,0,0,0,29,3.78822
"27040",4194,87802,87239,47,0,1,0,48,5.50213
"27042",74,2977,2958,1,0,0,0,1,3.38077
"27043",4819,109668,88195,33,0,1,0,34,3.85508
"27044",2225,21239,21239,18,0,0,0,18,8.47509
"27045",4672,69067,68624,51,0,0,0,51,7.4318
"27046",1156,30152,23273,12,0,1,0,13,5.58594
"27047",2543,48702,48390,36,0,1,0,37,7.64625
"27048",1270,38415,20314,10,0,1,0,11,5.41501
"27049",37563,1275487,828996,345,0,18,0,363,4.37879
"27050",1852,47021,42114,18,0,0,0,18,4.27409
"27051",13325,171174,170076,144,32,11,0,187,10.9951
"27052",2457,72393,46866,19,0,0,0,19,4.05407
"27053",1609,11132,11132,6,0,3,0,9,8.08492
"27054",4595,145447,73347,48,0,0,0,48,6.54424
"27055",2341,38772,31395,23,0,0,0,23,7.32603
"27056",89322,889841,543805,255,218,91,1,565,10.3898
"27057",2279,97770,27938,15,0,1,0,16,5.72694
"27059",208,2822,2804,3,0,0,0,3,10.6994
"27061",1965,75575,41507,23,0,0,0,23,5.54125
"27062",16412,325109,243631,115,6,4,0,125,5.13071
"27063",1501,27094,26920,16,0,0,0,16,5.94346
"27064",8507,136749,131771,72,2,1,0,75,5.69168
"27065",57274,698586,528115,325,427,23,0,775,14.6748
"27066",3175,56327,55966,34,0,0,0,34,6.07514
"27067",9342,98750,98117,94,29,0,0,123,12.5361
"27068",1077,16794,16686,12,0,0,0,12,7.19151
"27069",6949,101850,90784,36,0,2,0,38,4.18576
"27070",2327,38173,37928,24,0,0,1,25,6.5914
"27071",1795,56651,42642,19,0,1,0,20,4.69024
"27072",3477,51349,51020,31,2,1,0,34,6.66409
"27073",6479,89745,89169,69,0,0,0,69,7.73808
"27074",2607,63224,48013,20,0,1,0,21,4.37382
"27075",1131,33885,29996,13,0,0,0,13,4.33384
"27076",2943,121373,46550,21,0,1,0,22,4.72606
"27077",6868,87085,59239,74,0,0,0,74,12.4917
"27078",931,58004,16327,4,0,0,0,4,2.44996
"27079",2720,97014,70402,30,0,1,0,31,4.40331
"27081",1617,18074,18074,11,0,0,0,11,6.08609
"27082",11368,66739,66739,58,56,12,0,126,18.8795
"27083",2348,47394,43268,20,0,0,0,20,4.62237
"27085",12078,207953,180763,96,0,1,0,97,5.36614
"27089",6220,109728,84549,49,0,0,0,49,5.79543
"27090",25096,239479,205797,144,6,8,0,158,7.67746
"27091",10377,417169,125564,51,0,4,2,57,4.53953
"27094",1791,132356,25539,15,0,0,0,15,5.87332
"27095",9670,150251,119569,76,0,2,0,78,6.52342
"27096",2229,85193,63499,25,0,0,0,25,3.93706
"27097",2785,33734,33518,23,6,1,0,30,8.9505
"27098",220,8685,8629,3,0,0,0,3,3.47654
"27099",5758,76831,76831,53,0,0,1,54,7.02842
"27100",35937,342655,273445,106,148,12,0,266,9.72774
"27101",7120,178420,138176,53,0,0,0,53,3.83568
"27102",10085,213602,149765,66,5,1,1,73,4.87432
"27103",62189,527440,475218,261,79,44,1,385,8.10154
"27104",3726,120235,47270,35,0,3,0,38,8.03894
"27105",31965,546550,327087,156,47,27,1,231,7.06235
"27106",3218,73167,65951,36,0,0,0,36,5.45857
"27107",16771,257270,214304,108,5,8,0,121,5.64618
"27108",10578,92856,85996,57,0,4,0,61,7.09339
"27109",5347,64085,64085,43,0,0,0,43,6.70981
"27110",8142,137970,118332,55,0,0,0,55,4.64793
"27111",873,12212,12134,5,0,1,0,6,4.9449
"27112",34150,600974,328078,154,93,22,0,269,8.19927
"27113",712,40325,23637,7,0,0,0,7,2.9614
"27114",4977,87218,75833,37,4,4,0,45,5.93409
"27115",2013,26438,24231,12,0,1,1,14,5.77773
"27116",22754,228232,207625,147,91,15,1,254,12.2336
"27117",16921,176680,157189,29,40,11,0,80,5.0894
"27118",4257,64626,64626,26,0,1,0,27,4.17788
"27119",10672,111029,111029,62,6,7,0,75,6.755
"27120",6707,67404,63706,45,0,1,0,46,7.22066
"27123",3739,32245,32245,32,0,2,0,34,10.5442
"27124",387,7211,7165,4,0,0,0,4,5.58289
"27125",5831,76184,71508,44,0,0,0,44,6.15315
"27126",16118,295175,225791,121,1,3,0,125,5.53609
"27127",4800,44816,44816,32,0,1,0,33,7.3635
